names,codes
"Mixed Phenotype Acute Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1, MPAL with t(9;22)(q34.1;q11.2); BCR-ABL1, MPAL with t(9;22)(q34.1;q11.2); BCR::ABL1, Mixed Phenotype Acute Leukemia with BCR-ABL1 Fusion, Mixed Phenotype Acute Leukemia with BCR::ABL1 Fusion, Mixed Phenotype Acute Leukemia with t(9;22)(q34.1;q11.2); BCR::ABL1, Mixed Phenotype Acute Leukemia with t(9;22)(q34;q11.2); BCR-ABL1, Mixed-Phenotype Acute Leukemia with BCR-ABL1 Fusion, Mixed-Phenotype Acute Leukemia with BCR::ABL1 Fusion",C82192
"Mixed Phenotype Acute Leukemia, B/Myeloid, Not Otherwise Specified, MPAL, B/Myeloid, NOS, Mixed Phenotype Acute Leukemia, B/Myeloid, Mixed Phenotype Acute Leukemia, B/Myeloid, NOS",C82212
"Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified, MPAL, T/Myeloid, NOS, Mixed Phenotype Acute Leukemia, T/Myeloid, Mixed Phenotype Acute Leukemia, T/Myeloid, NOS",C82213
"Mixed Tumor, Not Otherwise Specified, Mixed Tumor, NOS",C121786
"Mixed Type Pancreatic Intraductal Papillary-Mucinous Neoplasm, Mixed Type Pancreatic IPMN",C113667
"Moderate Dysplasia, Moderate",C8363
"Moderately Differentiated Invasive Breast Carcinoma, Grade 2 Infiltrating Breast Carcinoma, Grade 2 Invasive Breast Carcinoma, Intermediate Combined Histologic Grade Infiltrating Breast Carcinoma, Moderately Differentiated Infiltrating Breast Carcinoma, Moderately Favorable Infiltrating Breast Carcinoma",C27831
"Molluscum Contagiosum Virus Infection, Molluscum Contagiosum",C155872
"Monkeypox Infection, Monkeypox, Mpox",C128421
"Monoclonal B-Cell Lymphocytosis, MBL",C80310
"Monoclonal Gammopathy of Renal Significance, MGRS",C157343
"Monoclonal Gammopathy of Undetermined Significance, MGUS, Monoclonal Gammopathy of Undetermined Significance (MGUS)",C3996
"Monoclonal Immunoglobulin Deposition Disease, Immunoglobulin Deposition Disease",C7151
"Monoclonal Mast Cell Activation Syndrome, MMAS",C181652
"Monomorphic B-Cell Post-Transplant Lymphoproliferative Disorder, Monomorphic B-Cell PTLD",C7237
"Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma, MEITL, Monomorphic CD56+ Intestinal T-Cell Lymphoma, Type II EATL",C96058
"Monomorphic Post-Transplant Lymphoproliferative Disorder, Monomorphic PTLD, PTLD (Monoclonal), Post-transplant lymphoproliferative disorder (Monoclonal), NOS",C7233
"Monophasic Synovial Sarcoma, Monophasic Sarcoma of Synovium, Monophasic Sarcoma of the Synovium",C6534
Monosomy 3,C43305
Monosomy 7,C36411
"Mood Disorder, Unspecified mood [affective] disorder",C92200
Mother,C25189
"Mount Sinai Acute Graft Versus Host Disease International Consortium Grade III, Graft Versus Host Disease Grade III, MAGIC Grade III",C187296
"Mount Sinai Acute Graft Versus Host Disease International Consortium Grade IV, Graft Versus Host Disease Grade IV, MAGIC Grade IV",C187297
"Movement Disorder, Movement Disorders",C116757
"Mucinous Adenocarcinoma, ADENOCARCINOMA, MUCINOUS, MALIGNANT, Colloid Adenocarcinoma, Colloid Carcinoma, Gelatinous Adenocarcinoma, Gelatinous Carcinoma, Mucinous Carcinoma, Mucoid Adenocarcinoma, Mucoid Carcinoma, Mucous Adenocarcinoma, Mucous Carcinoma",C26712
"Mucinous Breast Cancer, Breast Mucinous Carcinoma, Colloid Breast Carcinoma, Colloid Carcinoma of Breast, Colloid Carcinoma of the Breast, Infiltrating Colloid Breast Carcinoma, Infiltrating Mucinous Breast Carcinoma, Invasive Colloid Breast Carcinoma, Invasive Mucinous Breast Carcinoma, Mucinous Breast Carcinoma, Mucinous Carcinoma of Breast, Mucinous Carcinoma of the Breast",C9131
"Mucinous Cystadenocarcinoma, Mucinous cystadenocarcinoma, NOS, Pseudomucinous Adenocarcinoma, Pseudomucinous Cystadenocarcinoma",C3776
Mucocutaneous Candidiasis,C35576
"Mucopolysaccharidosis Type I, MPS I, Mucopolysaccharidosis I",C85053
Mucosal Melanoma,C114828
"Mucosal Melanoma of the Head and Neck, Head and Neck Mucosal Melanoma",C133187
"Mucosal-Dominant Pemphigus Vulgaris, Mucosal Dominant Pemphigus Vulgaris, mPV",C183153
Mucositis,C115965
"Multicentric Angiofollicular Lymphoid Hyperplasia, Idiopathic Multicentric Castleman Disease, MCD, Multicentric Castleman Disease, Multicentric Castleman's Disease, iMCD",C27855
"Multicentric Breast Cancer, Multicentric Breast Carcinoma",C94772
Multicentric Reticulohistiocytosis,C27896
"Multicystic Mesothelioma, Cystic Mesothelioma, Intermediate Mesothelioma, Multicystic mesothelioma, benign",C3765
"Multifocal Breast Cancer, Multifocal Breast Carcinoma",C94770
Multifocal Glioblastomas,C92549
"Multinodular and Vacuolated Tumor of the Cerebrum, MVNT, Multinodular and Vacuolated Neuronal Tumor, Multinodular and Vacuolated Neuronal Tumor of the Cerebrum, Multinodular and Vacuolating Neuronal Tumor",C129427
"Multiple Adenomatous Polyps, GI Tract Multiple Adenomatous Polyps, Gastrointestinal Tract Multiple Adenomatous Polyps",C4135
"Multiple Endocrine Neoplasia Type 1, MEA Type 1, MEA Type I, MEN 1, MEN Type 1, MEN Type I, MEN1 syndrome, Multiple Endocrine Adenomatosis, Multiple Endocrine Adenomatosis Type 1, Multiple Endocrine Adenomatosis Type I, Multiple Endocrine Adenomatosis, Type I, Multiple Endocrine Neoplasia Type I, Multiple Endocrine Neoplasia, Type I, Multiple endocrine neoplasia [MEN] type I, Wermer Syndrome, Wermer's Syndrome, multiple endocrine neoplasia type 1 syndrome",C3225
Multiple Endocrine Neoplasia Type 2,C123329
"Multiple Endocrine Neoplasia Type 2A, MEA Type 2a, MEA Type II, MEN 2A, MEN Type 2a, MEN Type II, Multiple Endocrine Adenomatosis Type 2A, Multiple Endocrine Adenomatosis Type II, Multiple Endocrine Adenomatosis, Type II, Multiple Endocrine Neoplasia Type II, Multiple Endocrine Neoplasia, Type II, Multiple endocrine neoplasia [MEN] type IIA",C3226
"Multiple Endocrine Neoplasia Type 2B, MEN 2B, MEN IIB, MEN Type 2B, MEN Type IIB, Multiple Endocrine Adenomatosis Type IIB, Multiple Endocrine Neoplasia Type 3, Multiple Endocrine Neoplasia Type IIB, Multiple Endocrine Neoplasia Type III, Multiple Endocrine Neoplasia, Type III, Multiple endocrine neoplasia [MEN] type IIB",C3227
"Multiple Myeloma Post-Transplant Lymphoproliferative Disorder, Multiple Myeloma PTLD, Plasma Cell Myeloma PTLD, Plasma Cell Myeloma Post-Transplant Lymphoproliferative Disorder",C7242
"Multiple Organ Dysfunction Syndrome, MODS",C179648
Multiple Sclerosis,C3243
Muscle Invasive Bladder Urothelial Carcinoma,C180604
Muscle Invasive Renal Pelvis Urothelial Carcinoma,C217733
Muscle Invasive Ureter Urothelial Carcinoma,C217732
Muscle Invasive Urethral Urothelial Carcinoma,C217731
"Muscle Neoplasm, Muscle Tumor, Neoplasm of Muscle, Neoplasm of the Muscle, Tumor of Muscle, Tumor of the Muscle",C4063
"Musculoskeletal Disorder, Disorder of Musculoskeletal System, Musculoskeletal System Disorder",C107377
Myasthenia Gravis,C60989
"Mycosis Fungoides, CTCL/ Mycosis fungoides, Cutaneous T-cell lymphoma/Mycosis fungoides, MF, Mycosis fungoides, unspecified site",C3246
Mycosis Fungoides and Sezary Syndrome,C9265
"Myeloblasts 10 Percent or More of Bone Marrow Nucleated Cells, Myeloblasts Greater than or Equal to 10 Percent of Bone Marrow Nucleated Cells",C137694
"Myelodysplastic Syndrome, Adult Myelodysplastic Syndrome, Childhood MDS, Childhood Myelodysplastic Syndrome, Dysmyelopoietic Syndrome, MDN, MDS, Myelodysplasia, Myelodysplastic Neoplasm, Myelodysplastic Syndrome/Neoplasm, Myelodysplastic Syndromes, Oligoblastic Leukemia, Preleukemia, Smoldering Leukemia, cMDS","C3247, C115153, C68744"
"Myelodysplastic Syndrome Post Cytotoxic Therapy, MDS Post Cytotoxic Therapy, MDS-pCT, Therapy Related Myelodysplastic Syndrome, Therapy-Related MDS, Therapy-Related Myelodysplastic Syndrome, t-MDS",C27722
"Myelodysplastic Syndrome with Excess Blasts, MDS-EB, MDS-EB-1, MDS-IB, MDS-IB-1, MDS-IB1, Myelodysplastic Neoplasm with Increased Blasts, Myelodysplastic Syndrome with Excess Blasts-1, Myelodysplastic Syndrome with Increased Blasts, RAEB, RAEB I, RAEB-1, RAEB-I, Refractory Anemia with Excess Blasts, Refractory Anemia with an Excess of Blasts, Refractory anemia with excess of blasts 1, Refractory anemia with excess of blasts, unspecified",C7506
"Myelodysplastic Syndrome with Excess Blasts-1, MDS-EB-1, RAEB I, RAEB-1, RAEB-I, Refractory anemia with excess of blasts 1",C7167
"Myelodysplastic Syndrome with Isolated del(5q), 5Q minus syndrome, 5Q- syndrome, MDS-del(5q), Myelodysplastic Neoplasm with Low Blasts and 5q Deletion, Myelodysplastic Syndrome Associated with Isolated del (5q) Chromosome Abnormality, Myelodysplastic Syndrome with 5q Deletion, Myelodysplastic Syndrome with Isolated Del (5Q), Myelodysplastic Syndrome with del(5q), Myelodysplastic syndrome with 5q deletion (5q-) syndrome, Myelodysplastic syndrome with isolated del (5q) chromosomal abnormality",C6867
"Myelodysplastic Syndrome with Multilineage Dysplasia, MDS, NOS with Multilineage Dysplasia, MDS-LB-MLD, MDS-MLD, Myelodysplastic Neoplasm with Low Blasts and Multilineage Dysplasia, Myelodysplastic Syndrome with Low Blasts and Multilineage Dysplasia, Myelodysplastic Syndrome, Not Otherwise Specified with Multilineage Dysplasia, RCMD, Refractory Cytopenia with Multilineage Dysplasia",C8574
"Myelodysplastic Syndrome with Mutated TP53, MDS with Mutated TP53",C198594
"Myelodysplastic Syndrome with Ring Sideroblasts, MDS-RS, Pure Sideroblastic Anemia, RARS, Refractory Anemia with Ring Sideroblasts, Refractory Anemia with Ringed Sideroblasts",C4036
"Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia, MDS-RS-MLD, RCMD-RS, Refractory Cytopenia with Multilineage Dysplasia and Ring Sideroblasts, Refractory Cytopenia with Multilineage Dysplasia and Ringed Sideroblasts",C27726
Myelodysplastic Syndrome with Somatic Mutation,C97310
"Myelodysplastic Syndrome, Not Otherwise Specified with Single Lineage Dysplasia, MDS with Low Blasts and Single Lineage Dysplasia, MDS-LB-SLD, MDS-SLD, Myelodysplastic Syndrome with Low Blasts and Single Lineage Dysplasia, Myelodysplastic Syndrome with Single Lineage Dysplasia, RCUD, Refractory Cytopenia with Unilineage Dysplasia",C82591
"Myelodysplastic Syndrome, Unclassifiable, MDS, U, MDS-U, Unclassifiable MDS, Unclassifiable Myelodysplastic Syndrome",C8648
"Myelodysplastic Syndrome/Acute Myeloid Leukemia, MDS with Increased Blasts-2, MDS-EB-2, MDS-EB2, MDS-IB-2, MDS-IB2, MDS/AML, Myelodysplastic Syndrome with Excess Blasts-2, RAEB II, RAEB-2, RAEB-II, Refractory anemia with excess of blasts 2",C7168
"Myelodysplastic/Myeloproliferative Disease, MDS-MPD, MDS/MPD, MDS/MPN, MPD-MDS, MPD/MDS, Myelodysplastic/Myeloproliferative Diseases, Myelodysplastic/Myeloproliferative Disorder, Myelodysplastic/Myeloproliferative Disorders, Myelodysplastic/Myeloproliferative Neoplasm, Myeloproliferative/Myelodysplastic Disorders, Myeloproliferative/Myelodysplastic Syndromes",C27262
"Myelodysplastic/Myeloproliferative Neoplasm Post Cytotoxic Therapy, Therapy-Related Myelodysplastic/Myeloproliferative Disease, Therapy-Related Myelodysplastic/Myeloproliferative Neoplasm, t-MDS/MPN",C82397
"Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis, Not Otherwise Specified, Essential Thrombocythemia with Ring Sideroblasts, MDS/MPN with Ring Sideroblasts and Thrombocytosis, MDS/MPN-RS-T, MDS/MPN-RS-T, NOS, Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis, Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis, NOS, RARS-T, Refractory Anemia with Ring Sideroblasts Associated with Marked Thrombocytosis",C82616
"Myelodysplastic/Myeloproliferative Neoplasm with SF3B1 Mutation and Thrombocytosis, MDS/MPN-T-SF3B1",C198581
"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable, MDS/MPN, NOS, MDS/MPN, U, MDS/MPN-U, Myelodysplastic/Myeloproliferative Neoplasm, NOS, Myelodysplastic/Myeloproliferative Neoplasm, Not Otherwise Specified",C27780
"Myelofibrosis, Osteomyelofibrosis",C3248
"Myelofibrosis Transformation in Essential Thrombocythemia, Post-ET MF, Post-ET Myelofibrosis, Post-Essential Thrombocythemia Myelofibrosis",C126806
"Myeloid Leukemia, LEUKEMIA, GRANULOCYTIC, MALIGNANT, Leukemia Granulocytic, Leukemia Myeloid, Myelocytic Leukemia, Myelogenous Leukemia, Myeloid leukemia, NOS, Non-Lymphoblastic Leukemia, Non-Lymphocytic Leukemia",C3172
"Myeloid Leukemia Associated with Down Syndrome, AML Occurring in Children with Down Syndrome, Acute Myeloid Leukemia Occurring in Children with Down syndrome, Acute Myeloid Leukemia with GATA1 Mutations, MLDS",C43223
"Myeloid Leukemia, Philadelphia-Negative, Philadelphia-Negative Myelogenous Leukemia, Philadelphia-Negative Myeloid Leukemia",C3176
"Myeloid Leukemia, Philadelphia-Positive, Ph1-Positive Granulocytic Leukemia, Ph1-Positive Myelocytic Leukemia, Ph1-Positive Myelogenous Leukemia, Ph1-Positive Myeloid Leukemia, Philadelphia-Positive Granulocytic Leukemia, Philadelphia-Positive Myelocytic Leukemia, Philadelphia-Positive Myelogenous Leukemia, Philadelphia-Positive Myeloid Leukemia",C3177
Myeloid Neoplasm,C9290
"Myeloid Neoplasm Post Cytotoxic Therapy, Acute Myeloid Leukaemias and Myelodysplastic Syndromes, Therapy-Related, Therapy related myeloid neoplasm, Therapy-Related AML and MDS, Therapy-Related Acute Myeloid Leukemia and Myelodysplastic Syndrome, Therapy-Related Myeloid Neoplasm, Therapy-related Myeloid Neoplasms",C27912
"Myeloid Sarcoma, Chloroma, Extramedullary Myeloid Sarcoma, Extramedullary Myeloid Tumor, MYELOID_SARCOMA, SARCOMA, MYELOID, MALIGNANT",C3520
"Myeloid Sarcoma in Remission, Chloroma (in Remission), Chloroma in Remission, Myeloid sarcoma, in remission",C8613
"Myeloid/Lymphoid Neoplasms with FGFR1 Rearrangement, 8p11 Myeloproliferative Syndrome, 8p11 Stem Cell Leukemia/Lymphoma Syndrome, 8p11 Stem Cell Lymphoma/Leukemia Syndrome, 8p11 Stem Cell Syndrome, M/LN-eo with FGFR1 Rearrangement, Myeloid and Lymphoid Neoplasms with FGFR1 Rearrangement, Myeloid and lymphoid neoplasms with FGFR1 abnormalities, Myeloid/Lymphoid Neoplasm with FGFR1 Rearrangement",C84277
"Myeloid/Lymphoid Neoplasms with PCM1-JAK2, M/LN-eo with t(8;9)(p22;p24.1)/PCM1/JAK2, M/LN-eo with t(8;9)(p22;p24.1)/PCM1::JAK2, Myeloid and Lymphoid Neoplasms with t(8;9)(p22;p24.1);PCM1-JAK2, Myeloid and Lymphoid Neoplasms with t(8;9)(p22;p24.1);PCM1::JAK2, Myeloid/Lymphoid Neoplasm with JAK2 Rearrangement, Myeloid/Lymphoid Neoplasm with JAK2-PCM1 Fusion, Myeloid/Lymphoid Neoplasm with PCM1- JAK2 Fusion, Myeloid/Lymphoid Neoplasms with JAK2 Rearrangement, Myeloid/Lymphoid Neoplasms with PCM1::JAK2",C129853
"Myeloproliferative Neoplasm with CALR Mutation, Myeloproliferative Neoplasm with CALR Gene Mutation",C212968
"Myeloproliferative Neoplasm, BCR-ABL1 Negative, BCR-ABL1 Negative Myeloproliferative Neoplasm, BCR::ABL1 Negative Myeloproliferative Neoplasm, Myeloproliferative Neoplasm, BCR::ABL1 Negative",C198555
"Myeloproliferative Neoplasm, Unclassifiable, CMPD, U, CMPD-U, Chronic Myeloproliferative Disease, Unclassifiable, Chronic Myeloproliferative Disorder, Unclassifiable, Chronic myeloproliferative disease, NOS, MPN, U, MPN-NOS, MPN-U, Myeloproliferative Neoplasm, NOS, Myeloproliferative Neoplasm, Not Otherwise Specified, Myeloproliferative disease, NOS, Unclassifiable Chronic Myeloproliferative Disease, Unclassifiable Chronic Myeloproliferative Disorder",C27350
Myelosuppression,C9230
"Myocardial Infarction, Heart Attack, MI, Myocardial Infarct",C27996
Myocarditis,C34831
"Myoepithelial Tumor, Myoepithelial Neoplasm, Myoepithelial Tumor of Soft Tissue, Myoepithelioma",C40392
"Myxofibrosarcoma, Fibromyxosarcoma, Myxoid MFH, Myxoid Malignant Fibrous Histiocytoma",C6496
Myxoid Chondrosarcoma,C4303
"Myxoid Glioneuronal Tumor, PDGFRA p.K385-Mutant, Myxoid Glioneuronal Tumor",C179229
Myxoid Leiomyosarcoma,C3701
"Myxoid Liposarcoma, MLPS, Myxoid/Round Cell Liposarcoma, Myxoliposarcoma",C27781
"Myxoinflammatory Fibroblastic Sarcoma, Acral Myxoinflammatory Fibroblastic Sarcoma, Inflammatory Myxohyaline Tumor of the Distal Extremities with Virocyte/Reed-Sternberg-Like Cells, Inflammatory Myxoid Tumor of the Soft Parts with Bizarre Giant Cells, MIFS, Myxoinflammatory fibroblastic sarcoma (MIFS)",C49025
"Myxopapillary Ependymoma, Adult Myxopapillary Ependymoma",C115263
"NCI CTEP SDC Non-Rhabdomyosarcoma Soft Tissue Sarcoma Sub-Category Terminology, NCI CTEP Simple Disease Classification Non-Rhabdomyosarcoma Soft Tissue Sarcoma Sub-Category Terminology, Non-Rhabdomyosarcoma Soft Tissue Sarcoma",C103117
"NF1 Mutation Positive Malignant Peripheral Nerve Sheath Tumor, MPNST with NF1 Mutation, MPNST with Neurofibromin 1 Mutation, Malignant Peripheral Nerve Sheath Tumor with NF1 Mutation, Malignant Peripheral Nerve Sheath Tumor with Neurofibromin 1 Mutation, NF1 mutant MPNST",C158045
NF1-Associated Malignant Peripheral Nerve Sheath Tumor,C164313
"NK-Cell Lymphoma, Unclassifiable",C128697
"NOTCH2 Gene Mutation, AGS2 Gene Mutation, HJCYS Gene Mutation, Notch 2 Gene Mutation, Notch Homolog 2 Gene Mutation, hN2 Gene Mutation",C148389
"NSD1 Gene Mutation, ARA267 Gene Mutation, KMT3B Gene Mutation, Nuclear Receptor Binding SET Domain Protein 1 Gene Mutation, Nuclear Receptor-Binding Su-Var, Enhancer of Zeste, and Trithorax Domain Protein 1 Gene Mutation, SOTOS Gene Mutation, SOTOS1 Gene Mutation, STO Gene Mutation",C153267
"NUT Carcinoma, Carcinoma with t(15;19)(q13;p13.1) Translocation, Midline Carcinoma of Children and Young Adults with NUT Rearrangement, NMC, NUT Midline Carcinoma, Nuclear Protein in Testis (NUT) Midline Carcinoma, Nuclear Protein in Testis Midline Carcinoma",C45716
"NY-ESO-1 Positive, CT6.1 Positive, CTAG1 Positive, Cancer/Testis Antigen 1 Positive, LAGE-2 Positive, LAGE2 Positive",C131557
"Nasal Cavity Adenocarcinoma, Adenocarcinoma of Nasal Cavity, Adenocarcinoma of the Nasal Cavity",C6015
"Nasal Cavity Cancer, Cancer of Nasal Cavity, Cancer of the Nasal Cavity, Carcinoma of Nasal Cavity, Carcinoma of the Nasal Cavity, Nasal Cavity Carcinoma",C9336
"Nasal Cavity Neoplasm, Nasal Cavity Tumor, Neoplasm of Nasal Cavity, Neoplasm of the Nasal Cavity, Tumor of Nasal Cavity, Tumor of the Nasal Cavity",C4413
"Nasal Cavity Olfactory Neuroblastoma, Olfactory Neuroblastoma of Nasal Cavity, Olfactory Neuroblastoma of the Nasal Cavity",C7604
